Country/Region,Region,Year,Population Total,GDP,CO2 Emissions,Energy Usage,Life Expectancy,Infant Mortality Rate
Andorra,Europe,01/12/2005,81223,2539759286,576,,,0.003
Estonia,Europe,01/12/2005,1354775,13905561150,16780,5164,72.5,0.006
North Macedonia,Europe,01/12/2005,2090044,5985809060,11280,2842,74.5,0.012
Finland,Europe,01/12/2005,5246096,196000000000,54646,34263,79,0.003
Belgium,Europe,01/12/2005,10478617,377000000000,108525,58688,79,0.004
Liechtenstein,Europe,01/12/2005,34740,3658356378,,,80.5,
Spain,Europe,01/12/2005,43653155,1130000000000,353462,141914,80.5,0.005
Sweden,Europe,01/12/2005,9029572,371000000000,51562,51569,80.5,0.003
Moldova,Europe,01/12/2005,3595187,2988172424,4895,3500,68,0.019
Denmark,Europe,01/12/2005,5419432,258000000000,47099,18888,78,0.004
Cyprus,Europe,01/12/2005,1032586,16997801392,7503,2219,79,0.004
United Kingdom,Europe,01/12/2005,60401206,2320000000000,541986,222638,79,0.005
Luxembourg,Europe,01/12/2005,465158,37643013481,11544,4382,79.5,0.003
Netherlands,Europe,01/12/2005,16319868,638000000000,172228,78824,79.5,0.005
Norway,Europe,01/12/2005,4623291,304000000000,42438,26771,80.5,0.003
Montenegro,Europe,01/12/2005,615820,2257181943,2057,987,73.5,0.01
France,Europe,01/12/2005,63176246,2140000000000,392072,270660,80.5,0.004
Albania,Europe,01/12/2005,2992724,8376483740,4254,2172,76,0.018
Iceland,Europe,01/12/2005,296734,16286331747,2204,3480,82,0.002
Ireland,Europe,01/12/2005,4159914,203000000000,43535,14330,79,0.004
Turkey,Europe,01/12/2005,67743052,483000000000,237369,84379,72.5,0.026
Kosovo,Europe,01/12/2005,1705780,3743116980,,1946,69,
Isle of Man,Europe,01/12/2006,81068,3437450712,,,,
Monaco,Europe,01/12/2006,34369,4663488363,,,,0.004
Faeroe Islands,Europe,01/12/2006,49414,1970135199,766,,79.5,
Bosnia and Herzegovina,Europe,01/12/2006,3875157,12400102623,27169,5301,75.5,0.007
Germany,Europe,01/12/2006,82376451,2900000000000,808860,340492,79,0.004
Croatia,Europe,01/12/2006,4440000,49855078905,23175,8944,76,0.006
Slovenia,Europe,01/12/2006,2006868,38945146500,16245,7321,78.5,0.003
Malta,Europe,01/12/2006,405308,6390123590,2574,834,79.5,0.006
Austria,Europe,01/12/2006,8268641,325000000000,71565,33799,80,0.004
Russia,Europe,01/12/2006,142487260,990000000000,1669618,670673,66.5,0.013
Ukraine,Europe,01/12/2006,46787750,108000000000,326480,137333,68,0.012
Belarus,Europe,01/12/2006,9604000,36961918859,61829,28621,70,0.007
Lithuania,Europe,01/12/2006,3269909,30246361657,14294,8718,71,0.008
Latvia,Europe,01/12/2006,2218357,19935046397,7583,4688,71.5,0.01
Romania,Europe,01/12/2006,21193760,123000000000,102595,39936,72.5,0.017
Bulgaria,Europe,01/12/2006,7699020,33209188739,48943,20459,72.5,0.013
Hungary,Europe,01/12/2006,10071370,113000000000,57235,27330,73,0.007
Slovakia,Europe,01/12/2006,5373054,69002095095,38929,18640,74,0.008
Serbia,Europe,01/12/2006,7411569,29221081587,53766,17064,73.5,0.007
Poland,Europe,01/12/2006,38141267,342000000000,320004,97241,75.5,0.006
Czech Republic,Europe,01/12/2006,10238905,148000000000,122764,45904,77,0.004
Portugal,Europe,01/12/2006,10522288,202000000000,59108,24698,78.5,0.004
Greece,Europe,01/12/2006,11127947,262000000000,97286,30223,79.5,0.005
Liechtenstein,Europe,01/12/2006,35028,3988775844,,,81,
Italy,Europe,01/12/2006,58143979,1870000000000,469347,181830,81.5,0.004
Switzerland,Europe,01/12/2006,7483934,405000000000,41877,27084,81.5,0.004
San Marino,Europe,01/12/2006,30130,1469075398,,,82,0.004
Andorra,Europe,01/12/2006,81877,2823503853,546,,,0.003
Estonia,Europe,01/12/2006,1346810,16798498860,16190,5038,72.5,0.005
North Macedonia,Europe,01/12/2006,2093801,6560546900,10939,2924,74.5,0.012
Finland,Europe,01/12/2006,5266268,208000000000,66197,37334,79.5,0.003
Netherlands,Europe,01/12/2006,16346101,678000000000,167201,76830,80,0.004
Spain,Europe,01/12/2006,44397319,1240000000000,350037,141748,81,0.005
Moldova,Europe,01/12/2006,3585209,3408454198,4994,3441,68,0.018
Denmark,Europe,01/12/2006,5437272,274000000000,55005,20252,78,0.004
Cyprus,Europe,01/12/2006,1048314,18435765910,7789,2308,79,0.004
United Kingdom,Europe,01/12/2006,60846820,2480000000000,542041,218961,79,0.005
Luxembourg,Europe,01/12/2006,472637,42544677906,11357,4329,79.5,0.003
Belgium,Europe,01/12/2006,10547958,400000000000,106834,58111,79.5,0.004
Sweden,Europe,01/12/2006,9080505,399000000000,49571,50207,81,0.003
Montenegro,Europe,01/12/2006,616854,2696020575,2384,1118,73.5,0.009
France,Europe,01/12/2006,63617975,2260000000000,382582,266793,81,0.004
Norway,Europe,01/12/2006,4660677,340000000000,44257,27129,80.5,0.003
Albania,Europe,01/12/2006,2968028,9132562332,3865,2068,76.5,0.017
Ireland,Europe,01/12/2006,4274137,223000000000,43458,14607,79.5,0.004
Iceland,Europe,01/12/2006,303782,16651492784,2277,4159,81.5,0.002
Kosovo,Europe,01/12/2006,1719536,3918176308,,1966,69,
Turkey,Europe,01/12/2006,68626337,531000000000,261571,93035,72.5,0.024
Monaco,Europe,01/12/2007,35013,5974371696,,,,0.004
Bosnia and Herzegovina,Europe,01/12/2007,3868665,15280615815,27884,5305,75.5,0.007
Germany,Europe,01/12/2007,82266372,3320000000000,784016,330719,79.5,0.004
Serbia,Europe,01/12/2007,7381579,38952093544,52251,16602,73.5,0.007
Croatia,Europe,01/12/2007,4436000,59319390298,24389,9325,75.5,0.005
Austria,Europe,01/12/2007,8300788,375000000000,69141,33393,80,0.004
Malta,Europe,01/12/2007,406724,7513834700,2725,878,80,0.006
San Marino,Europe,01/12/2007,30377,1687653983,,,82.5,0.003
Andorra,Europe,01/12/2007,81292,3245411584,539,,,0.003
Ukraine,Europe,01/12/2007,46509350,143000000000,327595,137343,68.5,0.012
Lithuania,Europe,01/12/2007,3231294,39325985931,15137,9460,71,0.007
Romania,Europe,01/12/2007,20882982,171000000000,100960,39757,72.5,0.015
Bulgaria,Europe,01/12/2007,7545338,42113656147,52812,20117,72.5,0.012
Hungary,Europe,01/12/2007,10055780,136000000000,55859,26729,73,0.007
Slovakia,Europe,01/12/2007,5374622,84108560088,36600,17850,74.5,0.008
Poland,Europe,01/12/2007,38120560,425000000000,315637,96824,75.5,0.006
Portugal,Europe,01/12/2007,10542964,232000000000,60865,25302,78.5,0.003
Slovenia,Europe,01/12/2007,2018122,47349639895,16212,7321,78.5,0.003
Greece,Europe,01/12/2007,11163002,305000000000,98246,30217,79.5,0.004
Liechtenstein,Europe,01/12/2007,35308,4602346923,,,81.5,
Italy,Europe,01/12/2007,58438310,2130000000000,462676,179599,81.5,0.004
Switzerland,Europe,01/12/2007,7551117,451000000000,38019,25760,81.5,0.004
Isle of Man,Europe,01/12/2007,81812,4075664785,,,,
Russia,Europe,01/12/2007,142114903,1300000000000,1667598,672591,67.5,0.012
Belarus,Europe,01/12/2007,9560000,45275711996,60282,28039,70.5,0.006
Latvia,Europe,01/12/2007,2200325,28765687042,7928,4796,71.5,0.01
North Macedonia,Europe,01/12/2007,2096620,8159825620,11379,3045,74.5,0.011
Czech Republic,Europe,01/12/2007,10298828,180000000000,123948,45845,77,0.004
Finland,Europe,01/12/2007,5288720,246000000000,63982,36803,79.5,0.003
Luxembourg,Europe,01/12/2007,479993,51320661751,10869,4209,79.5,0.002
Netherlands,Europe,01/12/2007,16381696,783000000000,171766,79350,80,0.004
Spain,Europe,01/12/2007,45226803,1440000000000,358237,143836,81,0.004
Moldova,Europe,01/12/2007,3576910,4402495921,4686,3342,68,0.017
Estonia,Europe,01/12/2007,1340680,21993674015,18845,5624,73,0.005
Denmark,Europe,01/12/2007,5461438,311000000000,50253,19763,78.5,0.004
Cyprus,Europe,01/12/2007,1063095,21841815681,8196,2437,79,0.004
Belgium,Europe,01/12/2007,10625700,460000000000,103215,57019,80,0.004
Norway,Europe,01/12/2007,4709153,393000000000,45089,27547,80.5,0.003
Sweden,Europe,01/12/2007,9148092,463000000000,48060,50060,81,0.003
Montenegro,Europe,01/12/2007,617800,3673382212,2252,1086,74,0.008
Albania,Europe,01/12/2007,2940880,10701011856,4056,2025,76.5,0.017
United Kingdom,Europe,01/12/2007,61322463,2860000000000,528906,210993,79.5,0.005
France,Europe,01/12/2007,64012572,2580000000000,375882,263542,81.5,0.004
Faeroe Islands,Europe,01/12/2007,49554,2278229880,774,,80.5,
Iceland,Europe,01/12/2007,311566,20428232684,2310,4836,81.5,0.002
Ireland,Europe,01/12/2007,4398942,260000000000,44583,15120,79.5,0.004
Kosovo,Europe,01/12/2007,1733404,4743437689,,2045,69,
Turkey,Europe,01/12/2007,69496513,647000000000,284658,100005,73.5,0.023
Isle of Man,Europe,01/12/2008,82561,,,,,
Monaco,Europe,01/12/2008,35686,6919241412,,,,0.003
Faeroe Islands,Europe,01/12/2008,49601,2412859693,719,,80.5,
Bosnia and Herzegovina,Europe,01/12/2008,3861201,18543289395,30997,5954,75.5,0.007
Germany,Europe,01/12/2008,82110097,3620000000000,783359,334634,79.5,0.004
Serbia,Europe,01/12/2008,7350221,47760580366,51881,16808,73.5,0.007
Austria,Europe,01/12/2008,8336926,414000000000,68269,33545,80.5,0.004
Andorra,Europe,01/12/2008,79969,3712034267,539,,,0.003
Bulgaria,Europe,01/12/2008,7492561,51824892678,50792,19815,73.5,0.012
Hungary,Europe,01/12/2008,10038188,154000000000,54657,26458,74,0.006
Croatia,Europe,01/12/2008,4434508,69595512099,23366,9084,76,0.005
Portugal,Europe,01/12/2008,10558177,252000000000,58357,24430,79,0.003
Malta,Europe,01/12/2008,409379,8554293727,2560,837,79.5,0.006
Italy,Europe,01/12/2008,58826731,2310000000000,447187,176004,82,0.004
Switzerland,Europe,01/12/2008,7647675,524000000000,40392,26773,82,0.004
Liechtenstein,Europe,01/12/2008,35582,4929414915,,,83,
Ukraine,Europe,01/12/2008,46258200,180000000000,323459,134562,68.5,0.011
Belarus,Europe,01/12/2008,9528000,60763483146,62816,28098,71,0.006
Lithuania,Europe,01/12/2008,3198231,47438363056,15115,9520,72,0.007
Latvia,Europe,01/12/2008,2177322,33669367720,7591,4586,72.5,0.009
Romania,Europe,01/12/2008,20537875,204000000000,94645,39617,72.5,0.014
Slovakia,Europe,01/12/2008,5379233,97908891167,37557,18321,75,0.007
Poland,Europe,01/12/2008,38125759,529000000000,316125,97892,75.5,0.006
North Macedonia,Europe,01/12/2008,2098769,9834034351,11848,3012,74.5,0.01
Slovenia,Europe,01/12/2008,2021316,54554616826,17180,7740,78.5,0.003
Finland,Europe,01/12/2008,5313399,272000000000,56593,35284,79.5,0.003
Netherlands,Europe,01/12/2008,16445593,871000000000,173845,79550,80,0.004
Greece,Europe,01/12/2008,11186439,342000000000,97810,30419,80.5,0.004
Spain,Europe,01/12/2008,45954106,1590000000000,329286,139013,81,0.004
San Marino,Europe,01/12/2008,30549,1899809580,,,83,0.003
Russia,Europe,01/12/2008,141956409,1660000000000,1715639,688483,68,0.012
Moldova,Europe,01/12/2008,3570108,6054806101,4774,3363,68,0.016
Estonia,Europe,01/12/2008,1337090,23781549758,17492,5440,74,0.004
Montenegro,Europe,01/12/2008,618649,4538345345,2750,1177,74,0.007
Czech Republic,Europe,01/12/2008,10384603,225000000000,117014,44870,77,0.004
Denmark,Europe,01/12/2008,5493621,344000000000,46960,19200,78.5,0.004
Cyprus,Europe,01/12/2008,1077089,25321517504,8555,2574,79,0.003
Belgium,Europe,01/12/2008,10709973,507000000000,103882,58600,80,0.004
Luxembourg,Europe,01/12/2008,488650,54742763112,10792,4204,80.5,0.002
Sweden,Europe,01/12/2008,9219637,486000000000,49105,49601,81,0.003
Albania,Europe,01/12/2008,2912559,12881352688,4129,2061,77,0.016
United Kingdom,Europe,01/12/2008,61806995,2690000000000,522467,208209,80,0.005
Norway,Europe,01/12/2008,4768212,454000000000,50326,29805,80.5,0.003
France,Europe,01/12/2008,64371099,2830000000000,372564,264803,81.5,0.004
Iceland,Europe,01/12/2008,317414,16832076487,2120,5354,81.5,0.002
Ireland,Europe,01/12/2008,4489544,264000000000,43021,14903,80,0.004
Turkey,Europe,01/12/2008,70363511,730000000000,285274,98502,73.5,0.022
Kosovo,Europe,01/12/2008,1747383,5771473142,,2216,69.5,
Isle of Man,Europe,01/12/2009,83293,,,,,
Monaco,Europe,01/12/2009,36314,5557579883,,,,0.003
Faeroe Islands,Europe,01/12/2009,49600,2198138372,667,,81,
Germany,Europe,01/12/2009,81902307,3300000000000,732249,313249,80,0.004
Bosnia and Herzegovina,Europe,01/12/2009,3853446,17082889410,30590,6161,75.5,0.007
Portugal,Europe,01/12/2009,10568247,234000000000,57411,24152,79,0.003
Austria,Europe,01/12/2009,8365275,384000000000,62262,31963,80,0.004
Andorra,Europe,01/12/2009,78659,,517,,,0.003
Latvia,Europe,01/12/2009,2141669,25875781250,6824,4403,73,0.009
Hungary,Europe,01/12/2009,10022650,127000000000,48676,24859,74,0.006
Serbia,Europe,01/12/2009,7320807,40249472482,46127,15177,73.5,0.007
Croatia,Europe,01/12/2009,4429078,62202619240,21555,8722,76.5,0.005
Malta,Europe,01/12/2009,412477,8099400961,2497,777,80.5,0.006
Italy,Europe,01/12/2009,59095365,2110000000000,401592,164858,82,0.004
Switzerland,Europe,01/12/2009,7743831,509000000000,41598,26968,82,0.004
Ukraine,Europe,01/12/2009,46053300,117000000000,261813,114420,69.5,0.011
Belarus,Europe,01/12/2009,9507000,49208656976,60293,26737,70.5,0.005
Romania,Europe,01/12/2009,20367487,164000000000,80307,34882,73.5,0.013
Bulgaria,Europe,01/12/2009,7444443,48568714012,42805,17512,73.5,0.012
Slovakia,Europe,01/12/2009,5386406,87239747152,33890,16735,75,0.007
North Macedonia,Europe,01/12/2009,2100558,9313573965,11408,2811,74.5,0.01
Poland,Europe,01/12/2009,38151603,431000000000,298787,94002,76,0.005
Czech Republic,Europe,01/12/2009,10443936,197000000000,108121,42044,77,0.004
Slovenia,Europe,01/12/2009,2039669,49208375314,15310,7097,79,0.003
Denmark,Europe,01/12/2009,5523095,311000000000,44503,18358,79,0.004
Finland,Europe,01/12/2009,5338871,239000000000,53168,33259,80,0.003
Greece,Europe,01/12/2009,11187085,321000000000,94902,29436,80.5,0.004
Luxembourg,Europe,01/12/2009,497783,49420751774,10249,3956,80.5,0.002
Netherlands,Europe,01/12/2009,16530388,796000000000,169650,78175,81,0.004
Spain,Europe,01/12/2009,46362946,1450000000000,288237,127732,82,0.004
Liechtenstein,Europe,01/12/2009,35851,4826167676,,,82,
San Marino,Europe,01/12/2009,30698,,,,83,0.003
Russia,Europe,01/12/2009,141909244,1220000000000,1574368,646915,69,0.011
Moldova,Europe,01/12/2009,3565604,5439422031,4547,3171,68.5,0.016
Lithuania,Europe,01/12/2009,3162916,37050081723,12578,8766,73.5,0.006
Estonia,Europe,01/12/2009,1334515,19406617022,14745,4749,75,0.004
Montenegro,Europe,01/12/2009,619408,4158135026,1822,994,74.5,0.007
Cyprus,Europe,01/12/2009,1090553,23542650736,8141,2525,79,0.003
Belgium,Europe,01/12/2009,10796493,473000000000,104194,57096,80,0.004
Sweden,Europe,01/12/2009,9298515,406000000000,43744,45407,81,0.003
Albania,Europe,01/12/2009,2884303,12044212904,3880,2068,77,0.015
United Kingdom,Europe,01/12/2009,62276270,2210000000000,475108,196485,80,0.005
France,Europe,01/12/2009,64702921,2620000000000,356924,253469,81.5,0.004
Norway,Europe,01/12/2009,4828726,379000000000,47077,29775,81,0.003
Iceland,Europe,01/12/2009,318499,12115441517,2054,5384,82,0.002
Ireland,Europe,01/12/2009,4535375,225000000000,40623,14364,80.5,0.004
Turkey,Europe,01/12/2009,71241080,615000000000,277845,97661,73.5,0.021
Kosovo,Europe,01/12/2009,1761474,5620572910,,2435,70,
Isle of Man,Europe,01/12/2010,83992,,,,,
Monaco,Europe,01/12/2010,36845,5350993377,,,,0.003
Faeroe Islands,Europe,01/12/2010,49581,,711,,81.5,
Germany,Europe,01/12/2010,81776930,3300000000000,745384,329769,80.5,0.004
Latvia,Europe,01/12/2010,2097555,24009680460,7616,4644,73.5,0.008
Serbia,Europe,01/12/2010,7291436,36990001284,45962,15536,74,0.007
Hungary,Europe,01/12/2010,10000023,128000000000,50583,25667,74.5,0.006
Bosnia and Herzegovina,Europe,01/12/2010,3845929,16775919279,31125,6451,75.5,0.007
Austria,Europe,01/12/2010,8389771,378000000000,66897,34228,80.5,0.004
Malta,Europe,01/12/2010,414508,8163841060,2589,848,81.5,0.006
Liechtenstein,Europe,01/12/2010,36120,,,,82,
Italy,Europe,01/12/2010,59277417,2060000000000,406307,170239,82.5,0.003
Andorra,Europe,01/12/2010,77907,,517,,,0.002
Bulgaria,Europe,01/12/2010,7395599,47726575741,44679,17897,73.5,0.011
Croatia,Europe,01/12/2010,4417781,58873994412,20884,8564,77,0.005
Portugal,Europe,01/12/2010,10573100,229000000000,52361,23541,79,0.003
Greece,Europe,01/12/2010,11153454,294000000000,86717,27615,80.5,0.004
Spain,Europe,01/12/2010,46576897,1380000000000,269675,127749,82,0.004
Switzerland,Europe,01/12/2010,7824909,549000000000,38757,26199,82.5,0.004
Ukraine,Europe,01/12/2010,45870700,136000000000,304805,132308,70.5,0.01
Belarus,Europe,01/12/2010,9490000,55220932614,62222,27686,71,0.005
Romania,Europe,01/12/2010,20246871,165000000000,78745,35031,73.5,0.012
Slovakia,Europe,01/12/2010,5391428,87077443709,36094,17828,75.5,0.007
Poland,Europe,01/12/2010,38183683,470000000000,317254,101539,76.5,0.005
North Macedonia,Europe,01/12/2010,2102216,9338674078,10873,2883,75,0.009
Czech Republic,Europe,01/12/2010,10474410,198000000000,111752,44043,77.5,0.003
Slovenia,Europe,01/12/2010,2048583,46999407184,15328,7230,79.5,0.003
Denmark,Europe,01/12/2010,5547683,313000000000,46303,19307,79,0.003
Finland,Europe,01/12/2010,5363352,237000000000,61844,36429,80,0.003
Netherlands,Europe,01/12/2010,16615394,777000000000,182078,83426,81,0.004
San Marino,Europe,01/12/2010,30861,,,,83,0.003
Moldova,Europe,01/12/2010,3562045,5811604052,4855,3426,68.5,0.015
Lithuania,Europe,01/12/2010,3097282,36709511568,13561,7052,73.5,0.006
Estonia,Europe,01/12/2010,1331475,19033475893,18339,5568,76,0.004
Montenegro,Europe,01/12/2010,620078,4114881347,2582,1174,74.5,0.006
Cyprus,Europe,01/12/2010,1103685,23132450331,7708,2443,79,0.003
Belgium,Europe,01/12/2010,10920272,471000000000,108947,60892,80.5,0.004
Luxembourg,Europe,01/12/2010,506953,52053324635,10829,4220,81,0.002
Sweden,Europe,01/12/2010,9378126,463000000000,52515,51315,82,0.003
Russia,Europe,01/12/2010,142385523,1520000000000,1740776,702292,69,0.01
Albania,Europe,01/12/2010,2856673,11926953259,4283,2059,77,0.015
France,Europe,01/12/2010,65023142,2570000000000,361273,261157,81.5,0.004
United Kingdom,Europe,01/12/2010,62766365,2300000000000,493505,201829,80.5,0.004
Norway,Europe,01/12/2010,4889252,421000000000,57187,32338,81,0.003
Iceland,Europe,01/12/2010,318041,12564705489,1962,5369,82,0.002
Ireland,Europe,01/12/2010,4560155,209000000000,40000,14219,81,0.004
Turkey,Europe,01/12/2010,72137546,731000000000,298002,105133,74.5,0.02
Kosovo,Europe,01/12/2010,1775680,5740438192,,2496,70,
Isle of Man,Europe,01/12/2011,84654,,,,,
Andorra,Europe,01/12/2011,77865,,,,,0.002
Monaco,Europe,01/12/2011,37261,6074506533,,,,0.003
Germany,Europe,01/12/2011,81797673,3630000000000,,311770,80.5,0.003
Latvia,Europe,01/12/2011,2059709,28480338368,,4371,74,0.008
Hungary,Europe,01/12/2011,9971727,137000000000,,24964,75,0.006
Serbia,Europe,01/12/2011,7234099,43749934551,,16185,74.5,0.006
Bosnia and Herzegovina,Europe,01/12/2011,3839322,18252896439,,7095,76,0.006
Portugal,Europe,01/12/2011,10557560,238000000000,,23084,80.5,0.003
Austria,Europe,01/12/2011,8406187,416000000000,,33019,81,0.003
Italy,Europe,01/12/2011,59379449,2200000000000,,167416,82.5,0.003
Romania,Europe,01/12/2011,20147528,183000000000,,35830,74.5,0.012
Bulgaria,Europe,01/12/2011,7348328,53542780661,,19216,74.5,0.011
Poland,Europe,01/12/2011,38534157,516000000000,,101313,77,0.005
Croatia,Europe,01/12/2011,4280622,61520901516,,8439,77,0.004
Czech Republic,Europe,01/12/2011,10496088,216000000000,,43429,78,0.003
Greece,Europe,01/12/2011,11123213,290000000000,,26723,81,0.004
Malta,Europe,01/12/2011,416268,9302057270,,857,81,0.005
San Marino,Europe,01/12/2011,31048,,,,83,0.003
Spain,Europe,01/12/2011,46742697,1450000000000,,125570,83,0.004
Switzerland,Europe,01/12/2011,7912398,659000000000,,25375,83,0.004
Ukraine,Europe,01/12/2011,45706100,163000000000,,126438,71,0.01
Lithuania,Europe,01/12/2011,3028115,43083067994,,7287,73.5,0.005
Estonia,Europe,01/12/2011,1327439,22542967739,,5603,76,0.003
Slovakia,Europe,01/12/2011,5398384,95877536836,,17349,76,0.007
North Macedonia,Europe,01/12/2011,2103890,10395222334,,3122,75,0.008
Slovenia,Europe,01/12/2011,2052843,50250147802,,7249,80,0.003
Finland,Europe,01/12/2011,5388272,262000000000,,34749,80.5,0.002
Denmark,Europe,01/12/2011,5570572,334000000000,,17997,80,0.003
Netherlands,Europe,01/12/2011,16693074,833000000000,,77419,81,0.004
Luxembourg,Europe,01/12/2011,518347,58009863403,,4171,81.5,0.002
Liechtenstein,Europe,01/12/2011,36388,,,,82,
Moldova,Europe,01/12/2011,3559986,7016162818,,3331,69,0.014
Belarus,Europe,01/12/2011,9473000,59734593905,,29501,71,0.004
Montenegro,Europe,01/12/2011,620644,4501753898,,1179,74.5,0.006
Cyprus,Europe,01/12/2011,1116513,24851264943,,2368,79.5,0.003
Belgium,Europe,01/12/2011,11047744,513000000000,,59094,80.5,0.004
Faeroe Islands,Europe,01/12/2011,49551,,,,81.5,
Norway,Europe,01/12/2011,4953088,491000000000,,28137,81.5,0.003
Sweden,Europe,01/12/2011,9449213,536000000000,,49045,82,0.002
Russia,Europe,01/12/2011,142956460,1900000000000,,730970,70,0.01
Albania,Europe,01/12/2011,2829337,12890867763,,2173,77,0.014
United Kingdom,Europe,01/12/2011,63258918,2460000000000,,188074,81,0.004
France,Europe,01/12/2011,65343588,2780000000000,,252827,82.5,0.004
